date,netWgt,fobvalue,price_usd_per_ton,chemical
2025-01-01,1215790116.054,108459290.14400001,89.20889281121835,Sulphuric Acid
2025-02-01,882138477.066,71578427.982,81.1419406849483,Sulphuric Acid
2025-03-01,991195698.692,95085220.816,95.92981581889046,Sulphuric Acid
2025-04-01,1105141365.151,99277670.819,89.83255350815259,Sulphuric Acid
2025-05-01,696182152.54,84236424.835,120.99767931088996,Sulphuric Acid
2025-06-01,794689656.409,78717651.301,99.05458145347582,Sulphuric Acid
2025-07-01,791702899.793,85284420.019,107.7227581726663,Sulphuric Acid
2025-08-01,803794947.868,75313185.754,93.69701309240872,Sulphuric Acid
2025-09-01,821152470.643,88515613.641,107.79437047992832,Sulphuric Acid
2025-10-01,572206306.18,71668419.14,125.24926475985943,Sulphuric Acid
2025-11-01,288289277.423,29869566.752,103.60970417978153,Sulphuric Acid
2025-12-01,32683741.046,5511269.297,168.6241880708603,Sulphuric Acid
