date,netWgt,fobvalue,price_usd_per_ton,chemical
2020-01-01,2820465771.957,674978218.7919999,239.31445135874193,KCL
2020-02-01,3474284965.09,817977951.435,235.43778350196743,KCL
2020-03-01,4609655123.426,1059649726.975,229.87614010209174,KCL
2020-04-01,4608276741.867001,1008854880.128,218.92237307763594,KCL
2020-05-01,4543858547.091,963391925.996,212.02066833985583,KCL
2020-06-01,4871141000.266,1015651360.5500001,208.50379007598795,KCL
2020-07-01,4980964366.273,1025133178.535,205.81018115213993,KCL
2020-08-01,4112353939.933,840539556.079,204.39377747059737,KCL
2020-09-01,5002711552.96,996042788.964,199.10058343752846,KCL
2020-10-01,4547499918.431,900959992.1309999,198.1220469030494,KCL
2020-11-01,3825301568.892,789346702.197,206.34888203745842,KCL
2020-12-01,4597402147.143,958825463.47,208.55810146298614,KCL
2021-01-01,4111869382.8459997,934599217.612,227.29302188220873,KCL
2021-02-01,3613057061.956,842586845.5830001,233.20607206985238,KCL
2021-03-01,4184893814.72,966168380.016,230.87046476964045,KCL
2021-04-01,4083288695.203,967450994.834,236.92936430641072,KCL
2021-05-01,4375136788.33,977865105.095,223.50503593471723,KCL
2021-06-01,3982652506.456,927030264.112,232.76704724031433,KCL
2021-07-01,3244537564.735,813524702.171,250.73671854295364,KCL
2021-08-01,3173908167.376,856187848.3219999,269.75822965597825,KCL
2021-09-01,4012350207.5309997,1229739077.8539999,306.4884704096455,KCL
2021-10-01,3571960712.5,1261330234.6399999,353.11985101795824,KCL
2021-11-01,3390400240.038,1348298778.6820002,397.6813010923124,KCL
2021-12-01,3390479764.999,1470855311.284,433.8192271395059,KCL
2022-01-01,2139811986.583,920444910.0749999,430.15223573208885,KCL
2022-02-01,2053237343.489,977649167.3449999,476.1501004475752,KCL
2022-03-01,2989655421.491,1626367469.716,543.9983009496455,KCL
2022-04-01,2736462613.279,1398155181.627,510.9352398393061,KCL
2022-05-01,3276836739.229,1954152970.23,596.3534731027792,KCL
2022-06-01,2960505071.0690002,1941803810.7,655.9028828141273,KCL
2022-07-01,2635594118.6809998,1799577279.106,682.7975773472322,KCL
2022-08-01,2738350271.261,1783975953.0830002,651.4783633802573,KCL
2022-09-01,2542491207.712,1661967477.505,653.6767845897932,KCL
2022-10-01,2423447857.677,1584534809.7710001,653.83490911575,KCL
2022-11-01,2208621191.845,1364946148.9720001,618.0082641658323,KCL
2022-12-01,2217834694.547,1308372473.662,589.9323682143224,KCL
2023-01-01,2356991798.663,1315362992.5509999,558.0685487735415,KCL
2023-02-01,2436611441.005,1295200645.702,531.5581400897404,KCL
2023-03-01,3014327485.524,1439894181.052,477.68339305100216,KCL
2023-04-01,3128184032.032,1341460261.574,428.83035263836973,KCL
2023-05-01,2402910265.438,988878097.555,411.53351075086783,KCL
2023-06-01,2714282603.204,1008167668.3360001,371.43061932679245,KCL
2023-07-01,2360773890.227,815437260.468,345.41099587880973,KCL
2023-08-01,3100336708.2669997,1054263048.833,340.0479199636039,KCL
2023-09-01,2992168004.07,922201379.9860001,308.20508030685625,KCL
2023-10-01,3020361655.993,930525951.802,308.08428187917525,KCL
2023-11-01,2820249704.049,856340066.318,303.6398036275165,KCL
2023-12-01,3266753374.9449997,932254757.4360001,285.3765345697993,KCL
2024-01-01,2225064607.212,658213189.469,295.8175629307858,KCL
2024-02-01,2621820987.162,772686714.97,294.7137576339251,KCL
2024-03-01,2937765885.699,810963935.5580001,276.04784285424523,KCL
2024-04-01,2879312853.7209997,852303474.1389999,296.0093318923469,KCL
2024-05-01,2966677673.604,875670151.712,295.16861892455347,KCL
2024-06-01,2777281955.973,823988511.4300001,296.6888218381564,KCL
2024-07-01,2703819059.809,765452120.2580001,283.10034929337036,KCL
2024-08-01,2386337056.633,682153045.784,285.8577935953789,KCL
2024-09-01,2337610573.237,657943009.141,281.4596309041823,KCL
2024-10-01,2756884218.014,738571273.2459999,267.90072227917165,KCL
2024-11-01,2343721426.412,633664346.466,270.36675064070045,KCL
2024-12-01,2551759628.7,669822046.226,262.4941780144247,KCL
