date,netWgt,fobvalue,price_usd_per_ton,chemical
2025-01-01,29228424.313,12173895.6,416.5087884872872,PAC
2025-02-01,30205576.358,14663834.607,485.4677968465998,PAC
2025-03-01,31959967.308,14235632.179,445.4207365674193,PAC
2025-04-01,27832609.338999998,12823342.177000001,460.7308650372029,PAC
2025-05-01,30260602.527000003,14010752.379,463.0030868188734,PAC
2025-06-01,29176015.387000002,12787352.598,438.28303585614634,PAC
2025-07-01,32804713.922000002,18713921.386,570.4643982110688,PAC
2025-08-01,27579520.479,12225550.809,443.2836610886313,PAC
2025-09-01,32117622.132,16192829.277999999,504.1727314509523,PAC
2025-10-01,31784465.285000004,13077993.898,411.4586726796967,PAC
2025-11-01,10571261.137,4909744.043,464.44260333477365,PAC
2025-12-01,8107054.0,2381692.958,293.78032488743753,PAC
